ReturnKey,ReturnDate,OrderDate,SalesOrderNumber,CustomerKey,ProductKey,ReturnQuantity,UnitPrice
3804,"Friday, April 20, 2012","Friday, March 30, 2012",SO47666,146,410,3,36.447
3805,"Friday, April 13, 2012","Friday, March 30, 2012",SO47666,146,401,3,65.602
3806,"Friday, April 13, 2012","Friday, March 30, 2012",SO47666,146,399,3,33.775
3807,"Thursday, October 18, 2012","Friday, September 28, 2012",SO49826,146,410,3,36.447
3808,"Sunday, October 14, 2012","Friday, September 28, 2012",SO49826,146,401,3,65.602
3809,"Friday, October 18, 2013","Sunday, September 29, 2013",SO67266,146,517,3,31.584
3810,"Thursday, October 17, 2013","Sunday, September 29, 2013",SO67266,146,542,3,24.294
3811,"Sunday, October 20, 2013","Sunday, September 29, 2013",SO67266,146,594,3,338.994
3812,"Monday, April 16, 2012","Friday, March 30, 2012",SO47666,146,213,3,20.187
3813,"Saturday, October 13, 2012","Friday, September 28, 2012",SO49826,146,213,3,20.187
3814,"Monday, April 16, 2012","Friday, March 30, 2012",SO47666,146,448,3,11.994
3815,"Monday, October 8, 2012","Friday, September 28, 2012",SO49826,146,448,3,11.994
3816,"Friday, October 12, 2012","Friday, September 28, 2012",SO49826,146,297,3,736.146
3817,"Friday, October 12, 2012","Friday, September 28, 2012",SO49826,146,360,3,1229.459
3818,"Tuesday, October 16, 2012","Friday, September 28, 2012",SO49826,146,224,3,5.187
3819,"Tuesday, April 17, 2012","Friday, March 30, 2012",SO47666,146,460,3,53.994
3820,"Friday, April 13, 2012","Friday, March 30, 2012",SO47666,146,456,3,44.994
3821,"Monday, October 15, 2012","Friday, September 28, 2012",SO49826,146,456,3,44.994
1646,"Friday, January 14, 2011","Wednesday, December 29, 2010",SO43668,514,229,4,28.84
1647,"Wednesday, January 19, 2011","Wednesday, December 29, 2010",SO43680,491,212,4,20.187
1648,"Sunday, March 20, 2011","Tuesday, March 1, 2011",SO44079,57,223,4,5.187
1649,"Saturday, April 9, 2011","Thursday, March 31, 2011",SO44298,679,235,4,28.84
1650,"Thursday, May 12, 2011","Sunday, May 1, 2011",SO44520,78,220,4,20.187
1651,"Tuesday, May 17, 2011","Sunday, May 1, 2011",SO44551,385,212,4,20.187
1652,"Tuesday, August 9, 2011","Monday, August 1, 2011",SO45317,167,322,4,419.459
1653,"Monday, September 19, 2011","Monday, August 29, 2011",SO45548,365,324,4,419.459
1654,"Thursday, October 20, 2011","Thursday, September 29, 2011",SO45802,423,235,4,28.84
1655,"Tuesday, November 8, 2011","Saturday, October 29, 2011",SO46056,278,304,4,714.704
1656,"Saturday, November 5, 2011","Saturday, October 29, 2011",SO46095,342,264,4,183.938
1657,"Tuesday, December 6, 2011","Tuesday, November 29, 2011",SO46334,678,223,4,5.187
1658,"Wednesday, December 7, 2011","Tuesday, November 29, 2011",SO46338,417,215,4,20.187
1659,"Wednesday, January 11, 2012","Thursday, December 29, 2011",SO46607,227,381,4,600.263
1660,"Wednesday, January 11, 2012","Thursday, December 29, 2011",SO46622,119,410,4,36.447
1661,"Tuesday, January 17, 2012","Thursday, December 29, 2011",SO46629,670,263,4,202.332
1662,"Thursday, January 19, 2012","Thursday, December 29, 2011",SO46633,594,399,4,33.775
1663,"Tuesday, January 10, 2012","Thursday, December 29, 2011",SO46638,203,242,4,780.818
1664,"Sunday, January 15, 2012","Thursday, December 29, 2011",SO46662,660,368,4,1466.01
1665,"Thursday, January 19, 2012","Thursday, December 29, 2011",SO46672,81,221,4,16.822
1666,"Thursday, January 12, 2012","Thursday, December 29, 2011",SO46675,41,460,4,53.994
1667,"Sunday, February 12, 2012","Sunday, January 29, 2012",SO46936,210,216,4,20.187
1668,"Sunday, February 19, 2012","Sunday, January 29, 2012",SO46940,479,273,4,202.332
1669,"Tuesday, February 14, 2012","Sunday, January 29, 2012",SO46942,583,213,4,20.187
1670,"Sunday, February 12, 2012","Sunday, January 29, 2012",SO46948,558,460,4,53.994
1671,"Sunday, February 5, 2012","Sunday, January 29, 2012",SO46951,102,331,4,469.794
1672,"Wednesday, February 8, 2012","Sunday, January 29, 2012",SO46953,12,453,4,35.994
1673,"Monday, February 6, 2012","Sunday, January 29, 2012",SO46956,198,422,4,67.539
1674,"Sunday, February 5, 2012","Sunday, January 29, 2012",SO46967,487,397,4,24.295
1675,"Monday, February 6, 2012","Sunday, January 29, 2012",SO46971,207,216,4,20.187
1676,"Saturday, February 18, 2012","Sunday, January 29, 2012",SO47008,426,458,4,44.994
1677,"Sunday, February 19, 2012","Sunday, January 29, 2012",SO47018,167,403,4,24.295
1678,"Saturday, February 11, 2012","Sunday, January 29, 2012",SO47027,436,458,4,44.994
1679,"Thursday, February 16, 2012","Sunday, January 29, 2012",SO47027,436,321,4,469.794
1680,"Monday, February 6, 2012","Sunday, January 29, 2012",SO47031,352,456,4,44.994
1681,"Saturday, February 18, 2012","Sunday, January 29, 2012",SO47040,422,410,4,36.447
1682,"Sunday, February 12, 2012","Sunday, January 29, 2012",SO47052,642,233,4,28.84
1683,"Tuesday, February 7, 2012","Sunday, January 29, 2012",SO47057,401,468,4,22.794
1684,"Monday, February 6, 2012","Sunday, January 29, 2012",SO47065,546,216,4,20.187
1685,"Monday, March 12, 2012","Wednesday, February 29, 2012",SO47369,239,273,4,202.332
1686,"Saturday, March 17, 2012","Wednesday, February 29, 2012",SO47394,197,213,4,20.187
1687,"Sunday, March 18, 2012","Wednesday, February 29, 2012",SO47425,674,221,4,20.187
1688,"Wednesday, March 21, 2012","Wednesday, February 29, 2012",SO47433,474,470,4,22.794
1689,"Sunday, March 18, 2012","Wednesday, February 29, 2012",SO47438,21,297,4,736.146
1690,"Tuesday, March 20, 2012","Wednesday, February 29, 2012",SO47455,170,383,4,600.263
1691,"Wednesday, April 11, 2012","Friday, March 30, 2012",SO47658,4,422,4,67.539
1692,"Thursday, April 19, 2012","Friday, March 30, 2012",SO47662,442,421,4,196.329
1693,"Tuesday, April 17, 2012","Friday, March 30, 2012",SO47718,234,387,4,600.263
1694,"Monday, April 16, 2012","Friday, March 30, 2012",SO47724,523,236,4,28.84
1695,"Thursday, April 19, 2012","Friday, March 30, 2012",SO47725,81,445,4,35.994
1696,"Thursday, May 10, 2012","Monday, April 30, 2012",SO47972,583,456,4,44.994
1697,"Thursday, May 17, 2012","Monday, April 30, 2012",SO47973,479,453,4,35.994
1698,"Monday, May 14, 2012","Monday, April 30, 2012",SO47984,259,422,4,67.539
1699,"Sunday, May 13, 2012","Monday, April 30, 2012",SO47988,533,417,4,324.453
1700,"Friday, May 11, 2012","Monday, April 30, 2012",SO48015,513,458,4,44.994
1701,"Thursday, May 10, 2012","Monday, April 30, 2012",SO48017,233,457,4,44.994
1702,"Monday, May 7, 2012","Monday, April 30, 2012",SO48033,426,224,4,5.187
1703,"Friday, May 18, 2012","Monday, April 30, 2012",SO48038,444,469,4,22.794
1704,"Wednesday, May 9, 2012","Monday, April 30, 2012",SO48048,436,341,4,469.794
1705,"Monday, May 14, 2012","Monday, April 30, 2012",SO48048,436,263,4,202.332
1706,"Friday, May 18, 2012","Monday, April 30, 2012",SO48053,352,428,4,209.256
1707,"Wednesday, May 9, 2012","Monday, April 30, 2012",SO48076,642,458,4,44.994
1708,"Wednesday, June 6, 2012","Wednesday, May 30, 2012",SO48299,118,360,4,1229.459
1709,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48318,327,221,4,20.187
1710,"Monday, June 11, 2012","Wednesday, May 30, 2012",SO48336,72,254,4,183.938
1711,"Sunday, June 17, 2012","Wednesday, May 30, 2012",SO48341,133,395,4,61.374
1712,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48351,588,213,4,20.187
1713,"Sunday, June 10, 2012","Wednesday, May 30, 2012",SO48363,130,389,4,600.263
1714,"Wednesday, June 13, 2012","Wednesday, May 30, 2012",SO48375,75,461,4,53.994
1715,"Tuesday, June 12, 2012","Wednesday, May 30, 2012",SO48380,21,469,4,22.794
1716,"Wednesday, June 20, 2012","Wednesday, May 30, 2012",SO48395,585,213,4,20.187
1717,"Saturday, July 14, 2012","Saturday, June 30, 2012",SO48748,183,469,4,22.794
1718,"Monday, July 9, 2012","Saturday, June 30, 2012",SO48750,514,448,4,11.994
1719,"Saturday, July 14, 2012","Saturday, June 30, 2012",SO48769,221,230,4,28.84
1720,"Saturday, July 14, 2012","Saturday, June 30, 2012",SO48770,594,428,4,209.256
1721,"Friday, July 20, 2012","Saturday, June 30, 2012",SO48791,523,383,4,600.263
1722,"Friday, August 10, 2012","Tuesday, July 31, 2012",SO49063,492,470,4,22.794
1723,"Saturday, August 11, 2012","Tuesday, July 31, 2012",SO49066,426,464,4,14.129
1724,"Monday, August 13, 2012","Tuesday, July 31, 2012",SO49103,102,331,4,469.794
1725,"Friday, August 10, 2012","Tuesday, July 31, 2012",SO49123,558,369,4,1466.01
1726,"Thursday, August 16, 2012","Tuesday, July 31, 2012",SO49151,309,409,4,209.256
1727,"Thursday, August 9, 2012","Tuesday, July 31, 2012",SO49156,432,435,4,324.453
1728,"Saturday, August 18, 2012","Tuesday, July 31, 2012",SO49157,642,421,4,196.329
1729,"Tuesday, September 4, 2012","Tuesday, August 28, 2012",SO49479,72,454,4,35.994
1730,"Sunday, September 16, 2012","Tuesday, August 28, 2012",SO49481,133,428,4,209.256
1731,"Thursday, September 6, 2012","Tuesday, August 28, 2012",SO49499,327,233,4,28.84
1732,"Saturday, September 15, 2012","Tuesday, August 28, 2012",SO49532,61,399,4,33.775
1733,"Wednesday, September 12, 2012","Tuesday, August 28, 2012",SO49533,75,447,4,15
1734,"Saturday, September 15, 2012","Tuesday, August 28, 2012",SO49533,75,230,4,28.84
1735,"Monday, October 8, 2012","Friday, September 28, 2012",SO49864,618,368,4,1466.01
1736,"Thursday, October 11, 2012","Friday, September 28, 2012",SO49869,315,401,4,65.602
1737,"Wednesday, November 14, 2012","Sunday, October 28, 2012",SO50203,12,422,4,67.539
1738,"Saturday, November 17, 2012","Sunday, October 28, 2012",SO50203,12,433,4,324.453
1739,"Tuesday, November 13, 2012","Sunday, October 28, 2012",SO50208,328,387,4,600.263
1740,"Wednesday, November 14, 2012","Sunday, October 28, 2012",SO50231,512,331,4,469.794
1741,"Friday, November 9, 2012","Sunday, October 28, 2012",SO50246,317,385,4,600.263
1742,"Sunday, November 4, 2012","Sunday, October 28, 2012",SO50250,444,233,4,28.84
1743,"Saturday, November 10, 2012","Sunday, October 28, 2012",SO50252,167,385,4,600.263
1744,"Monday, November 12, 2012","Sunday, October 28, 2012",SO50263,667,468,4,22.794
1745,"Thursday, November 8, 2012","Sunday, October 28, 2012",SO50306,566,233,4,28.84
1746,"Saturday, November 10, 2012","Sunday, October 28, 2012",SO50310,309,419,4,52.647
1747,"Sunday, November 18, 2012","Sunday, October 28, 2012",SO50315,45,415,4,198.036
1748,"Thursday, December 6, 2012","Wednesday, November 28, 2012",SO50668,678,221,4,20.187
1749,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50672,239,454,4,35.994
1750,"Sunday, December 16, 2012","Wednesday, November 28, 2012",SO50675,327,428,4,209.256
1751,"Wednesday, December 5, 2012","Wednesday, November 28, 2012",SO50675,327,224,4,5.187
1752,"Sunday, December 9, 2012","Wednesday, November 28, 2012",SO50689,461,385,4,600.263
1753,"Wednesday, December 12, 2012","Wednesday, November 28, 2012",SO50702,187,395,4,61.374
1754,"Sunday, December 16, 2012","Wednesday, November 28, 2012",SO50727,54,447,4,15
1755,"Sunday, January 6, 2013","Friday, December 28, 2012",SO51108,530,543,4,37.254
1756,"Friday, January 4, 2013","Friday, December 28, 2012",SO51110,17,474,4,41.994
1757,"Monday, January 14, 2013","Friday, December 28, 2012",SO51112,691,555,4,63.9
1758,"Wednesday, January 16, 2013","Friday, December 28, 2012",SO51128,380,511,4,218.454
1759,"Tuesday, January 15, 2013","Friday, December 28, 2012",SO51148,110,548,4,48.594
1760,"Sunday, February 17, 2013","Monday, January 28, 2013",SO51700,101,487,4,32.994
1761,"Wednesday, February 6, 2013","Monday, January 28, 2013",SO51705,441,234,4,29.994
1762,"Saturday, February 9, 2013","Monday, January 28, 2013",SO51775,700,231,4,29.994
1763,"Monday, February 11, 2013","Monday, January 28, 2013",SO51776,522,231,4,29.994
1764,"Tuesday, February 5, 2013","Monday, January 28, 2013",SO51809,309,231,4,29.994
1765,"Sunday, February 10, 2013","Monday, January 28, 2013",SO51818,100,517,4,31.584
1766,"Monday, February 11, 2013","Monday, January 28, 2013",SO51839,84,545,4,24.294
1767,"Thursday, February 7, 2013","Monday, January 28, 2013",SO51843,444,214,4,20.994
1768,"Wednesday, February 6, 2013","Monday, January 28, 2013",SO51855,436,546,4,37.254
1769,"Thursday, February 7, 2013","Monday, January 28, 2013",SO51860,666,246,4,858.9
1770,"Monday, February 4, 2013","Monday, January 28, 2013",SO51864,422,542,4,24.294
1771,"Thursday, March 21, 2013","Thursday, February 28, 2013",SO53459,582,499,4,602.346
1772,"Wednesday, March 13, 2013","Thursday, February 28, 2013",SO53508,48,548,4,48.594
1773,"Sunday, March 10, 2013","Thursday, February 28, 2013",SO53524,611,490,4,32.394
1774,"Sunday, March 17, 2013","Thursday, February 28, 2013",SO53527,10,544,4,48.594
1775,"Wednesday, March 20, 2013","Thursday, February 28, 2013",SO53538,311,581,4,1020.594
1776,"Thursday, March 21, 2013","Thursday, February 28, 2013",SO53551,627,552,4,54.894
1777,"Tuesday, March 19, 2013","Thursday, February 28, 2013",SO53552,23,483,4,72
1778,"Saturday, March 16, 2013","Thursday, February 28, 2013",SO53560,539,487,4,32.994
1779,"Saturday, March 9, 2013","Thursday, February 28, 2013",SO53570,54,580,4,1020.594
1780,"Wednesday, March 13, 2013","Thursday, February 28, 2013",SO53578,438,481,4,5.394
1781,"Saturday, March 9, 2013","Thursday, February 28, 2013",SO53603,604,580,4,1020.594
1782,"Saturday, April 13, 2013","Saturday, March 30, 2013",SO55234,676,222,4,20.994
1783,"Thursday, April 11, 2013","Saturday, March 30, 2013",SO55234,676,357,4,1391.994
1784,"Thursday, April 11, 2013","Saturday, March 30, 2013",SO55256,331,558,4,242.994
1785,"Friday, April 12, 2013","Saturday, March 30, 2013",SO55282,599,499,4,602.346
1786,"Monday, April 8, 2013","Saturday, March 30, 2013",SO55303,166,376,4,1466.01
1787,"Friday, April 12, 2013","Saturday, March 30, 2013",SO55328,81,491,4,32.394
1788,"Tuesday, May 14, 2013","Tuesday, April 30, 2013",SO57034,328,483,4,72
1789,"Saturday, May 18, 2013","Tuesday, April 30, 2013",SO57042,258,582,4,1020.594
1790,"Friday, May 17, 2013","Tuesday, April 30, 2013",SO57046,650,488,4,32.394
1791,"Thursday, May 9, 2013","Tuesday, April 30, 2013",SO57046,650,295,4,818.7
1792,"Saturday, May 18, 2013","Tuesday, April 30, 2013",SO57065,233,222,4,20.994
1793,"Tuesday, May 7, 2013","Tuesday, April 30, 2013",SO57101,558,463,4,14.694
1794,"Thursday, May 16, 2013","Tuesday, April 30, 2013",SO57120,352,357,4,1391.994
1795,"Friday, May 10, 2013","Tuesday, April 30, 2013",SO57155,444,234,4,29.994
1796,"Sunday, June 9, 2013","Thursday, May 30, 2013",SO58914,155,580,4,1020.594
1797,"Wednesday, June 12, 2013","Thursday, May 30, 2013",SO58944,197,593,4,338.994
1798,"Saturday, June 15, 2013","Thursday, May 30, 2013",SO58961,182,575,4,1430.442
1799,"Wednesday, June 12, 2013","Thursday, May 30, 2013",SO58972,10,544,4,48.594
1800,"Monday, June 10, 2013","Thursday, May 30, 2013",SO58984,186,573,4,1430.442
1801,"Monday, June 10, 2013","Thursday, May 30, 2013",SO58992,23,475,4,41.994
1802,"Wednesday, June 12, 2013","Thursday, May 30, 2013",SO59057,695,491,4,32.394
1803,"Saturday, July 20, 2013","Sunday, June 30, 2013",SO61218,475,465,4,14.694
1804,"Saturday, July 13, 2013","Sunday, June 30, 2013",SO61227,491,222,4,20.994
1805,"Tuesday, July 9, 2013","Sunday, June 30, 2013",SO61228,81,234,4,29.994
1806,"Monday, July 15, 2013","Sunday, June 30, 2013",SO61248,496,217,4,20.994
1807,"Sunday, August 11, 2013","Wednesday, July 31, 2013",SO63200,233,400,4,37.152
1808,"Sunday, August 18, 2013","Wednesday, July 31, 2013",SO63200,233,231,4,29.994
1809,"Saturday, August 17, 2013","Wednesday, July 31, 2013",SO63219,108,234,4,29.994
1810,"Saturday, August 10, 2013","Wednesday, July 31, 2013",SO63235,422,476,4,41.994
1811,"Saturday, August 17, 2013","Wednesday, July 31, 2013",SO63251,345,355,4,1391.994
1812,"Wednesday, August 14, 2013","Wednesday, July 31, 2013",SO63252,309,476,4,41.994
1813,"Tuesday, September 17, 2013","Thursday, August 29, 2013",SO65156,173,605,4,323.994
1814,"Sunday, September 8, 2013","Thursday, August 29, 2013",SO65173,155,546,4,37.254
1815,"Tuesday, September 17, 2013","Thursday, August 29, 2013",SO65174,678,488,4,32.394
1816,"Thursday, September 19, 2013","Thursday, August 29, 2013",SO65174,678,517,4,31.584
1817,"Sunday, September 8, 2013","Thursday, August 29, 2013",SO65175,644,583,4,1020.594
1818,"Monday, September 9, 2013","Thursday, August 29, 2013",SO65237,72,545,4,24.294
1819,"Sunday, October 20, 2013","Sunday, September 29, 2013",SO67279,331,601,4,32.394
1820,"Wednesday, October 9, 2013","Sunday, September 29, 2013",SO67280,670,376,4,1466.01
1821,"Sunday, October 13, 2013","Sunday, September 29, 2013",SO67287,491,408,4,72.162
1822,"Thursday, October 17, 2013","Sunday, September 29, 2013",SO67316,496,488,4,32.394
1823,"Sunday, October 20, 2013","Sunday, September 29, 2013",SO67327,660,231,4,29.994
1824,"Wednesday, November 6, 2013","Tuesday, October 29, 2013",SO69393,18,309,4,818.7
1825,"Thursday, November 7, 2013","Tuesday, October 29, 2013",SO69412,328,234,4,29.994
1826,"Saturday, November 9, 2013","Tuesday, October 29, 2013",SO69442,233,558,4,242.994
1827,"Wednesday, November 6, 2013","Tuesday, October 29, 2013",SO69455,280,491,4,32.394
1828,"Wednesday, November 6, 2013","Tuesday, October 29, 2013",SO69462,540,606,4,323.994
1829,"Tuesday, November 5, 2013","Tuesday, October 29, 2013",SO69466,167,234,4,29.994
1830,"Sunday, November 10, 2013","Tuesday, October 29, 2013",SO69471,697,309,4,818.7
1831,"Thursday, November 14, 2013","Tuesday, October 29, 2013",SO69532,312,483,4,72
1832,"Thursday, November 14, 2013","Tuesday, October 29, 2013",SO69536,435,552,4,54.894
1833,"Monday, December 9, 2013","Friday, November 29, 2013",SO71812,293,552,4,54.894
1834,"Wednesday, December 11, 2013","Friday, November 29, 2013",SO71816,295,225,4,5.394
1835,"Tuesday, December 17, 2013","Friday, November 29, 2013",SO71819,197,472,4,38.1
1836,"Friday, December 13, 2013","Friday, November 29, 2013",SO71866,627,496,4,602.346
1837,"Saturday, December 14, 2013","Friday, November 29, 2013",SO71952,490,306,4,809.76
1838,"Friday, December 20, 2013","Friday, November 29, 2013",SO71952,490,295,4,818.7
1839,"Sunday, May 19, 2013","Tuesday, April 30, 2013",SO57176,401,225,4,5.394
1840,"Sunday, September 15, 2013","Thursday, August 29, 2013",SO65256,438,481,4,5.394
1841,"Monday, November 12, 2012","Sunday, October 28, 2012",SO50316,401,458,4,44.994
1842,"Sunday, February 10, 2013","Monday, January 28, 2013",SO51826,693,494,4,602.346
1843,"Wednesday, May 15, 2013","Tuesday, April 30, 2013",SO57036,43,309,4,818.7
1844,"Tuesday, May 21, 2013","Tuesday, April 30, 2013",SO57046,650,465,4,14.694
1845,"Wednesday, November 7, 2012","Sunday, October 28, 2012",SO50316,401,468,4,22.794
1846,"Tuesday, July 10, 2012","Saturday, June 30, 2012",SO48746,506,233,4,28.84
1847,"Saturday, February 9, 2013","Monday, January 28, 2013",SO51826,693,573,4,1430.442
1848,"Tuesday, May 21, 2013","Tuesday, April 30, 2013",SO57036,43,591,4,338.994
1849,"Thursday, July 12, 2012","Saturday, June 30, 2012",SO48746,506,399,4,33.775
1850,"Sunday, May 19, 2013","Tuesday, April 30, 2013",SO57046,650,552,4,54.894
1851,"Saturday, May 18, 2013","Tuesday, April 30, 2013",SO57046,650,517,4,31.584
1852,"Wednesday, May 15, 2013","Tuesday, April 30, 2013",SO57046,650,601,4,32.394
1853,"Wednesday, May 15, 2013","Tuesday, April 30, 2013",SO57046,650,398,4,26.724
1854,"Tuesday, May 14, 2013","Tuesday, April 30, 2013",SO57046,650,543,4,37.254
1855,"Sunday, June 16, 2013","Thursday, May 30, 2013",SO58946,672,554,4,54.942
1856,"Tuesday, June 11, 2013","Thursday, May 30, 2013",SO58946,672,492,4,602.346
1857,"Tuesday, February 7, 2012","Sunday, January 29, 2012",SO46966,43,412,4,180.129
1858,"Saturday, March 12, 2011","Tuesday, March 1, 2011",SO44086,678,351,4,2024.994
1859,"Thursday, May 12, 2011","Sunday, May 1, 2011",SO44492,697,350,4,2024.994
1860,"Sunday, May 8, 2011","Sunday, May 1, 2011",SO44496,191,315,4,874.794
1861,"Friday, May 13, 2011","Sunday, May 1, 2011",SO44502,36,317,4,874.794
1862,"Thursday, May 19, 2011","Sunday, May 1, 2011",SO44525,569,342,4,419.459
1863,"Friday, June 17, 2011","Tuesday, May 31, 2011",SO44752,114,315,4,874.794
1864,"Wednesday, June 15, 2011","Tuesday, May 31, 2011",SO44757,581,345,4,2039.994
1865,"Sunday, July 17, 2011","Friday, July 1, 2011",SO45064,506,346,4,2039.994
1866,"Tuesday, July 12, 2011","Friday, July 1, 2011",SO45070,166,342,4,419.459
1867,"Monday, August 8, 2011","Monday, August 1, 2011",SO45289,99,350,4,2024.994
1868,"Wednesday, August 10, 2011","Monday, August 1, 2011",SO45323,84,315,4,874.794
1869,"Monday, September 5, 2011","Monday, August 29, 2011",SO45524,118,345,4,2039.994
1870,"Saturday, September 17, 2011","Monday, August 29, 2011",SO45540,567,344,4,2039.994
1871,"Tuesday, October 18, 2011","Thursday, September 29, 2011",SO45781,227,316,4,874.794
1872,"Sunday, November 6, 2011","Saturday, October 29, 2011",SO46032,697,346,4,2039.994
1873,"Monday, November 14, 2011","Saturday, October 29, 2011",SO46066,346,349,4,2024.994
1874,"Wednesday, November 16, 2011","Saturday, October 29, 2011",SO46076,167,310,4,2146.962
1875,"Saturday, December 17, 2011","Tuesday, November 29, 2011",SO46346,180,347,4,849.998
1876,"Wednesday, December 14, 2011","Tuesday, November 29, 2011",SO46358,579,314,4,2146.962
1877,"Wednesday, January 18, 2012","Thursday, December 29, 2011",SO46616,514,335,4,469.794
1878,"Wednesday, January 18, 2012","Thursday, December 29, 2011",SO46671,523,375,4,1308.938
1879,"Wednesday, February 15, 2012","Sunday, January 29, 2012",SO46959,533,339,4,469.794
1880,"Sunday, February 12, 2012","Sunday, January 29, 2012",SO46992,97,335,4,469.794
1881,"Monday, February 13, 2012","Sunday, January 29, 2012",SO46995,62,329,4,469.794
1882,"Tuesday, February 7, 2012","Sunday, January 29, 2012",SO47042,566,367,4,647.994
1883,"Monday, March 12, 2012","Wednesday, February 29, 2012",SO47354,173,377,4,1308.938
1884,"Saturday, April 7, 2012","Friday, March 30, 2012",SO47668,299,375,4,1308.938
1885,"Friday, April 6, 2012","Friday, March 30, 2012",SO47700,184,365,4,647.994
1886,"Thursday, May 17, 2012","Monday, April 30, 2012",SO47988,533,375,4,1308.938
1887,"Sunday, July 8, 2012","Saturday, June 30, 2012",SO48775,203,329,4,469.794
1888,"Wednesday, August 8, 2012","Tuesday, July 31, 2012",SO49076,167,329,4,469.794
1889,"Wednesday, September 12, 2012","Tuesday, August 28, 2012",SO49502,418,377,4,1308.938
1890,"Wednesday, October 17, 2012","Friday, September 28, 2012",SO49821,4,323,4,469.794
1891,"Tuesday, November 6, 2012","Sunday, October 28, 2012",SO50204,533,379,4,1308.938
1892,"Thursday, November 15, 2012","Sunday, October 28, 2012",SO50214,258,371,4,1308.938
1893,"Friday, November 9, 2012","Sunday, October 28, 2012",SO50243,540,325,4,469.794
1894,"Wednesday, November 14, 2012","Sunday, October 28, 2012",SO50265,479,370,4,1466.01
1895,"Friday, December 14, 2012","Wednesday, November 28, 2012",SO50683,72,323,4,469.794
1896,"Tuesday, December 11, 2012","Wednesday, November 28, 2012",SO50745,61,365,4,647.994
1897,"Saturday, January 12, 2013","Friday, December 28, 2012",SO51122,4,382,4,672.294
1898,"Saturday, January 12, 2013","Friday, December 28, 2012",SO51157,414,353,4,1391.994
1899,"Wednesday, February 13, 2013","Monday, January 28, 2013",SO51783,697,597,4,323.994
1900,"Tuesday, February 12, 2013","Monday, January 28, 2013",SO51822,546,596,4,323.994
1901,"Friday, February 8, 2013","Monday, January 28, 2013",SO51832,352,363,4,1376.994
1902,"Saturday, March 9, 2013","Thursday, February 28, 2013",SO53528,190,597,4,323.994
1903,"Saturday, April 13, 2013","Saturday, March 30, 2013",SO55264,491,374,4,1466.01
1904,"Saturday, April 13, 2013","Saturday, March 30, 2013",SO55287,119,599,4,323.994
1905,"Monday, May 20, 2013","Tuesday, April 30, 2013",SO57034,328,384,4,672.294
1906,"Sunday, May 19, 2013","Tuesday, April 30, 2013",SO57137,309,363,4,1376.994
1907,"Thursday, May 9, 2013","Tuesday, April 30, 2013",SO57162,476,353,4,1391.994
1908,"Wednesday, May 8, 2013","Tuesday, April 30, 2013",SO57186,546,599,4,323.994
1909,"Saturday, June 15, 2013","Thursday, May 30, 2013",SO58930,497,353,4,1391.994
1910,"Sunday, June 16, 2013","Thursday, May 30, 2013",SO58940,293,361,4,1376.994
1911,"Thursday, June 20, 2013","Thursday, May 30, 2013",SO59012,539,577,4,728.91
1912,"Monday, August 19, 2013","Wednesday, July 31, 2013",SO63201,328,584,4,323.994
1913,"Sunday, August 11, 2013","Wednesday, July 31, 2013",SO63246,45,384,4,672.294
1914,"Wednesday, August 21, 2013","Wednesday, July 31, 2013",SO63288,563,570,4,445.41
1915,"Wednesday, September 18, 2013","Thursday, August 29, 2013",SO65209,187,361,4,1376.994
1916,"Monday, September 16, 2013","Thursday, August 29, 2013",SO65248,170,374,4,1466.01
1917,"Friday, October 18, 2013","Sunday, September 29, 2013",SO67302,442,353,4,1391.994
1918,"Sunday, November 17, 2013","Tuesday, October 29, 2013",SO69397,64,572,4,445.41
1919,"Thursday, November 7, 2013","Tuesday, October 29, 2013",SO69527,257,382,4,672.294
1920,"Monday, December 16, 2013","Friday, November 29, 2013",SO71782,582,566,4,445.41
1921,"Wednesday, December 11, 2013","Friday, November 29, 2013",SO71839,611,566,4,445.41
1922,"Saturday, December 10, 2011","Tuesday, November 29, 2011",SO46356,91,315,4,874.794
1923,"Sunday, December 18, 2011","Tuesday, November 29, 2011",SO46356,91,319,4,874.794
1924,"Wednesday, June 15, 2011","Tuesday, May 31, 2011",SO44796,438,342,4,419.459
1925,"Sunday, December 11, 2011","Tuesday, November 29, 2011",SO46356,91,311,4,2146.962
1926,"Monday, December 19, 2011","Tuesday, November 29, 2011",SO46356,91,310,4,2146.962
1927,"Monday, December 19, 2011","Tuesday, November 29, 2011",SO46356,91,312,4,2146.962
1928,"Tuesday, May 14, 2013","Tuesday, April 30, 2013",SO57046,650,599,4,323.994
1929,"Friday, January 6, 2012","Thursday, December 29, 2011",SO46657,496,391,4,88.932
1930,"Tuesday, February 14, 2012","Sunday, January 29, 2012",SO47026,476,420,4,141.615
1931,"Thursday, March 8, 2012","Wednesday, February 29, 2012",SO47387,293,420,4,141.615
1932,"Sunday, April 15, 2012","Friday, March 30, 2012",SO47677,475,391,4,88.932
1933,"Wednesday, October 10, 2012","Friday, September 28, 2012",SO49849,506,411,4,125.415
1934,"Monday, March 11, 2013","Thursday, February 28, 2013",SO53465,678,525,4,158.43
